Data Element Name,Code,Category Name,Data Element ID,Category ID,Attribute ID
"OpenLMIS INJ Phytomenadione 2mg/ml, 1ml (Vitamin K) Stock out days",BB063900-c,default,AUxhE7idnnZ,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS X-RAY Barium sulphate for suspension, 95%, w/w 300g Stock on hand",FD651700-a,default,tukvaRmITrI,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Rifampicin60mg/Isoniazid60mg Stock out days,TB042600-c,default,EWcaWjJOtfD,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Captopril 25mg, tablets Stock out days",AA012300-c,default,WFTn3IhINGu,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Azithromycin 500mg Stock on hand,ST011800-a,default,scfUDUt0wGH,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Efavirenz 600mg (3A) Stock out days,GF0063-c,default,WvC8D6cq3KQ,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Paracetamol 500mg, tablets quantity received",AA049500-d,default,akafiu5wCQy,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS RHD Implanon (Etonogestrel 68mg) Stock out days,FP004100-c,default,wZ5bdopE3u5,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS INJ Ampicillin 1g Quantity used,DN100700-b,default,X8AzthL8ClW,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Giving set paed iv administration + needle 60 drops/ml Stock out days,HH075900-c,default,bpTKks4jQKC,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, plaster of paris 5cm X 2.7m long, when stretched Stock out days",FF003900-c,default,dlN0IelWman,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Cycloserine 250mg Quantity used,TB041500-b,default,uiHfslycDSw,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS X-RAY film, screen type, monochromatic 35cm x 43cm 100's quantity received",FD654900-d,default,Sc41oQLUoOg,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Captopril 25mg, tablets Quantity used",AA012300-b,default,GsgIKpkUI7D,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Silk braided 4/0, 1/2 circle reverse cutting needle 26mm, th quantity received",GG027600-d,default,NKW6mIv18pT,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Gentian violet paint, aqueous 1%, 500ml Stock out days",EE021300-c,default,UBSJ8Aic1SJ,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Bismuth subgallate compound suppositories Stock on hand,EE007500-a,default,RSDX3Awarja,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS DENT Liner calcium hydroxide Quantity used,FD703100-b,default,EFtYPp5xL4o,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS VAC Rabies vaccine course, (1x 5, 0.5ml/dose PFR and 1x5 vials d Quantity used",CC001500-b,default,q5usGLnvOs9,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS DENT Glass ionomer reinforced powder & liquid (Fujii IX) Stock out days,PP036600-c,default,tWdnd4RdACo,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS HIV Lamivudine/Zidovudine 300mg/150mg Tabs (4A), (8A) Quantity used",GF0011-b,default,Mg6k8pxVb1A,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Syringe insulin 100 IU with needle Stock on hand,HH145200-a,default,EfjDT0TzO6F,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Erythromycin 250mg, enteric coated tablets Quantity used",AA023700-b,default,eUhXiHHjOtD,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Nystatin oral suspension 100,000 IU/ml, 20ml Stock on hand",EE032700-a,default,tF5m1Ww43M5,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Phytomenadione 10mg/ml, 1ml (Vitamin K) Stock out days",BB063600-c,default,vhxPVhV8F4H,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Metronidazole oral suspension 200mg /5ml, 100ml quantity received",EE028800-d,default,lXNUVHvOJW1,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Chloramphenicol 250mg Quantity used,AA013830-b,default,IKzM05162pc,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Tetracycline eye ointment 1%, 3.5g quantity received",EE048300-d,default,C1GwrOxgWVD,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Gentamicin 40mg/ml, 2ml quantity received",ST009700-d,default,N6c0P6XlbEL,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR Cotton wool 500g Quantity used,SM024200-b,default,STqI4D6QVjm,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS RHD Oxytocin 10 IU/ml, 1ml Stock on hand",BB059400-a,default,PADNHCRHQUH,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Lignocaine hydrochloride 5%+glucose 7.5%,heavy spinal,2ml quantity received",BB047400-d,default,EWs41aCBitU,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUT Vicryl 2 round bodied needle 1/2 circle quantity received,FD353500-d,default,snydkTquKLK,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Codeine Phosphate 30 mg tablets Quantity used,FD002800-b,default,xhUTTMORgFi,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Vicryl 0, ½ circle round bodied 12's Quantity used",FD354900-b,default,p2S0wtVrRop,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Metformin 850mg Tablets Quantity used,FD002900-b,default,M6CwSc5CJlT,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Metronidazole oral suspension 200mg /5ml, 100ml Stock out days",EE028800-c,default,rp8QBSeIO6A,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Methylated spirit Quantity used,TB003300-b,default,qk9sTbPlfVM,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS RHD Misoprostol 200 mcg, tablets Stock out days",AA045000-c,default,jIXPraUVYby,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Phenobarbitone sodium 200mg/ml, 1ml quantity received",BB063000-d,default,jkdBhw8Gbs8,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Emulsifying Ointment, 500g Stock on hand",EE017700-a,default,h6b6nlj0YSQ,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Flucloxacillin 250mg, Capsules Quantity used",AA025800-b,default,I7h9M7s7ttz,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Benzyl benzoate application 25%, 500ml Stock out days",EE004800-c,default,Bsbta0vHz9S,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Bupivacaine spinal isobaric 0.5%, 10ml ampoule quantity received",BB010200-d,default,i7IwLsgfL1A,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP nasogatric tubes(stomach tubes) CH 16 Quantity used,FD403400-b,default,Dfk2ZORRoqP,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Bags urine drainage 2,000ml with outlet Stock out days",HH008100-c,default,OwYVhD6tqxC,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Indomethacin 25mg, Capsules Quantity used",AA033600-b,default,P5G4RcRbsx0,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS MAL Artesunate 100mg+Amodiaquine 270mg 6tablets/blister Quantity used,GF0563-b,default,qw4XEnEhDDV,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, WOW 7.5cm x 4m long, when stretched Stock on hand",FF007200-a,default,g8lUK6voFEi,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Plaster, elastic adhesive 7.5cm x 5m long, when stretched Stock out days",FF014700-c,default,uXQ0ZzeE14a,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Ampicillin injection 500mg, PFR quantity received",BB005400-d,default,DnE8BWqmgB9,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS DENT Liner, glass ionomer quantity received",PP047100-d,default,CKnBqZB6OYe,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Phenytoin sodium 100mg, coated tablets quantity received",AA050400-d,default,WJgOOVKvBP8,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS MAL Lumefantrine 120mg/Artemether 20mg,30x12, Dispersibletablets quantity received",AA039900-d,default,eL4XzqDbc1x,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Aminophylline 100mg quantity received,FD000200-d,default,tZ4OMdfD9Es,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Cannula iv (winged with injection pot) 20 Stock on hand,FD404800-a,default,EryZ0EKyvOO,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Aminophylline 25mg/ml, 10ml Stock on hand",FD103800-a,default,bENmhxluzox,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, crepe 10cm 1.4m long, when stretched quantity received",FF000900-d,default,LVJcbcPu92v,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Gentamicin 0.3% eye drops, 5ml Stock out days",EE020700-c,default,IAPq8sgXX82,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Atenolol 50mg Stock out days,AA007840-c,default,KZdq3JD9pCD,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Tube, feeding CH 8 Stock on hand",HH174900-a,default,yFmoPZCbMoO,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS X-RAY Envelopes for films (Khaki paper Quantity used,NN016800-b,default,grwNnNCoErf,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Fluconazole, 10mg / ml Stock out days",GF0239-c,default,TYGbeEYszVk,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Lignocaine hydrochloride 2%, 30ml Stock on hand",BB046900-a,default,mORtGAzYZiy,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS X-RAY Fixer for automatic process, 5l quantity received",FD650200-d,default,nnXPtGl9ito,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Glove disposable powdered latex large Stock on hand,HH077400-a,default,TgYVPPGXNAP,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Salbutamol 4mg quantity received,FD006900-d,default,qAiXRD49huu,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Metronidazole 5mg/ml, 100ml Quantity used",BB054900-b,default,Bnw5prmxouy,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Paracetamol 500mg, tablets Quantity used",AA049500-b,default,u5yCcAzDCMa,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS HIV Tenofovir (TDF) + Lamivudine (3TC), 300mg+300mg (7A), (6A) Stock out days",GF0222-c,default,ZRSfzKeJLXu,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Albendazole 200mg,Chewable tablets Quantity used",AA001200-b,default,mDvnSEBJvcb,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Promethazine hydrochloride 25mg, coated tablets quantity received",AA054000-d,default,UQ1RgmLwSPY,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Chloramphenicol Sodium 1g, PFR Stock out days",BB014400-c,default,iIkVZgRR5ot,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Giving set iv administration + needle 15 drops/ml quantity received,FD406100-d,default,BliZ7cCBOUN,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Salicylic acid 5% + sulphur 5% ointment (in YSP base),500g Stock on hand",EE043200-a,default,EkB9xJmlLWZ,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Morphine sulphate 10mg (slow release), tablets quantity received",AA045300-d,default,WllTpi74n1c,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS HIV Nevirapine (NVP) Syrup, 10mg/ml quantity received",GF0237-d,default,lV0qwi8D5n3,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR + HOSP Scalpel blade size 15 (individually wrapped),Carbon steel quantity received",HH123600-d,default,JTwgQaaTTT7,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Diclofenac sodium 75mg/ml, 3ml Stock on hand",BB024300-a,default,OUAYqiXhtm6,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Ethambutol 100mg Stock on hand,TB000300-a,default,OrNLi4G0Tdr,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS MAL Artesunate 100mg+Amodiaquine 270mg 3tablets/blister Stock on hand,GF0562-a,default,LvZSt45Cc9X,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS DENT Glass ionomer reinforced powder & liquid (Fujii IX) Stock on hand,PP036600-a,default,tKRlH22FNf7,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Rifampicin60mg/Isoniazid60mg Stock on hand,TB042600-a,default,DuJk9gfmylc,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, WOW 5cm x 4m long, when stretched Quantity used",FF006900-b,default,tCip4DeKtDt,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Lopinavir/Ritonavir 100mg/25mg (9P) Stock out days,GF0076-c,default,SvtIf7GvdHS,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos quantity received",EE040800-d,default,vaaLJOldovO,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS DENT Mepivacaine hydrochloride 3% plain 1.8 ml cartridge Stock on hand,PP049200-a,default,xszXzDXqGFF,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Lignocaine hydrochloride 2%, 30ml Stock out days",BB046900-c,default,kiwaShPbHVf,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Folic acid 5mg Stock on hand,FD001500-a,default,Kvzmg6odGAg,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Metronidazole oral suspension 200mg /5ml, 100ml Stock on hand",EE028800-a,default,UUVFFI7z24k,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Catgut chromic suture sterile 2/0, round bodied ½ circle 35m Stock out days",GG001500-c,default,CqM1zo8WblP,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Aspirin 300mg quantity received,FD000500-d,default,x9lgjLwsBUq,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Cannula iv (winged with injection pot) 20 Quantity used,FD404800-b,default,C70G1h7cphz,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, plaster of paris 10cm X 2.7m long , when stretched Stock on hand",FF003000-a,default,ybg63EaXuYG,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Morphine sulphate 10mg (slow release), tablets Stock on hand",AA045300-a,default,bxQ0p6ZSBv0,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos Stock out days",EE040800-c,default,wtehwqzWBy6,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Benzylpenicillin 3g (5MU), PFR quantity received",FD100000-d,default,GJo8jFZCLWP,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Salbutamol solution for nebulising 5mg/ml Stock on hand,FD254500-a,default,zFkPQss6E3D,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Ibuprofen 200mg Tabs quantity received,GF0555-d,default,UrPaA4FOh0P,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS X-RAY Fixer for automatic process, 5l Quantity used",FD650200-b,default,mMEx1ot0GyY,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, WOW 7.5cm x 4m long, when stretched Stock out days",FF007200-c,default,YCXWeZ0LXOE,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Gluteraldehyde solution 2% buffered (Cidex) with activator Stock on hand,DN101850-a,default,YseaE7d0thu,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Olanzepine 15mg, tablets Stock out days",AA048300-c,default,qofhLpSewpT,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Atropine sulphate 600 micrograms/ml, 1ml quantity received",BB006600-d,default,mxXdcf1SYCa,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Flucloxacillin 250mg, vial, PFR Quantity used",FD104500-b,default,NSTFtWJaMFc,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Ketoconazole 200mg, tablets Quantity used",AA034800-b,default,ICRlFGFUX5G,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Griseofulvin 125mg, tablets Stock out days",AA029400-c,default,tvPWq2KSlbs,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Ketoconazole 200mg, tablets quantity received",AA034800-d,default,G5M8m9irtxp,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Vicryl 2, ½ circle round bodied heavy 12's Stock out days",FD355300-c,default,rKdPOQYLZPh,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Amoxycillin w/ Clavulanic Acid, 500mg/125mg Quantity used",GF0244-b,default,Bf04ssX8rpn,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Diclofenac sodium 75mg/ml, 3ml Quantity used",BB024300-b,default,RdCNT3Jy5HQ,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Tetracycline eye ointment 1%, 3.5g Quantity used",EE048300-b,default,CMHZBqpRx4r,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS HIV Tenofovir (TDF) + Lamivudine (3TC), 300mg+300mg (7A), (6A) Stock on hand",GF0222-a,default,k6XyMV6nHgb,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS DENT Zinc oxide eugenol Powder Quantity used,PP107750-b,default,jB9ONQvJvLc,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS DENT Masks, face, fluid resistant shield Quantity used",PP048300-b,default,V63muJwbxlk,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Glove surgeon's size 7 sterile Stock on hand,HH080400-a,default,fbgtkw7vcb8,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Gluteraldehyde solution 2% buffered (Cidex) with activator Stock out days,DN101850-c,default,n9HfIAfLLen,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS HIV Zidovudine (AZT) + Lamivudine (3TC), 60mg+30mg (4P) Quantity used",GF0234-b,default,QQxk08Up6CZ,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Dextrose (glucose) 5%, 1000ml Quantity used",BB021600-b,default,zkd3wnZPlz2,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Levofloxacin 250mg quantity received,TB012900-d,default,GDtYwtJOik6,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, plaster of paris 10cm X 2.7m long , when stretched Stock out days",FF003000-c,default,KfA3MtzLZWE,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS MAL Artesunate 25mg+Amodiaquine 67.5mg 3tablets/blister Stock on hand,GF0560-a,default,f8KERjk97g8,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS ESS Albendazole 200mg,Chewable tablets Stock out days",AA001200-c,default,cbVaQDGlTKz,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Atazanavir 300mg / Ritonavir 100mg (7A) Quantity used,GF0570-b,default,HlzeVGp4fat,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, plaster of paris 10cm X 2.7m long , when stretched Quantity used",FF003000-b,default,JhN8ZhkHTem,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Amoxycillin 250mg dispersible tablets Stock on hand,AA004200-a,default,vfq7cQNVi2H,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Ethilon 2/0, ½ circle cutting needle 12's Stock on hand",FD354100-a,default,ZMHxpeXxdXC,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Diclofenac sodium 75mg/ml, 3ml quantity received",BB024300-d,default,Os4LaYc21IC,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Ethambutol 100mg Stock out days,TB000300-c,default,J7oSyznXQRo,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS DENT Amalgam capsule no. 1, non-gamma quantity received",FD700800-d,default,CVEC40xw2NM,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, Soft pad orthopaedic(Velband)7.5cm x 4m long, when quantity received",FF004500-d,default,i197fAQsO22,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS X-RAY Ultrasound Jel, 5L Stock on hand",FD650500-a,default,AFdZS16Ggjl,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS RHD Levonorgestrel 1.5mg Quantity used,FP004700-b,default,ruB6d4dt3um,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Syringe insulin 100 IU with needle Stock out days,HH145200-c,default,umkF8vyczCz,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Frusemide 10mg/ml, 2ml Quantity used",FD104600-b,default,C1j9BEWbN1H,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Gentamicin 40mg/ml, 2ml Stock on hand",ST009700-a,default,fPqygo7PSaI,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS MAL Lumefantrine 120mg/Artemether 20mg,30x12, Dispersibletablets Quantity used",AA039900-b,default,lcidCkh4FMW,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS GAL Benzoic acid + salicylic acid compound Lotion Quantity used,FD251700-b,default,yM0V1ovsSBo,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Plaster, elastic adhesive 5cm x 5m long, when stretched Quantity used",FF014400-b,default,XYfHN8tN0Sx,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS MAL Lumefantrine 120mg/Artemether 20mg, 30x18, tablets quantity received",AA040200-d,default,Iaa08UKNNi3,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Calamine lotion 15%+ sulphur 2%, 500ml Stock on hand",EE008400-a,default,wKWhbf5Ghgq,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Oral rehydration salt, satchet (WHO formula) for 1L solution Quantity used",GF006-b,default,yRsVPtblp2w,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Ethambutol 100mg Quantity used,TB000300-b,default,TTxftBH92rH,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Chlorinated lime HTH (Sodium hypochlorite) 70%, 50Kg Quantity used",EE011700-b,default,ivd7ncSfL4N,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Unigold HIV Test Kits Quantity used,GF0090-b,default,RlbFEIHw6nz,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS RHD Levonorgestrel 1.5mg Stock on hand,FP004700-a,default,xBrkWFoiGhR,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Chloramphenicol 125mg/5ml , PFR,100ml Quantity used",FD250100-b,default,QQSpkNzVQvw,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Metronidazole 5mg/ml, 100ml quantity received",BB054900-d,default,HTR9AyAHskX,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS DENT Composite chemical cure & etching system Quantity used,PP015000-b,default,V6wyv57hcmC,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Sodium lactate compound (Ringer's lactate), 500ml Stock out days",DN100200-c,default,RIbeRq45gih,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS SUR + HOSP Sharps disposal receptor(Cardboard) Quantity used,HH130800-b,default,QoG6bcT7Vzz,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS RHD Oral Contraceptive tablets – progestogen only (e.g. Ovrette® quantity received,FP000600-d,default,jReq3fRZX9d,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Chloramphenicol 125mg/5ml , PFR,100ml Stock out days",FD250100-c,default,wf6wS1h16wN,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS TB Pyrazinamide 400mg Stock out days,TB001000-c,default,eTySDTQLxLd,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Gauze, absorbent 90cm x 40m Stock out days",FD300800-c,default,UtDvcQC46tZ,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUT Ethilon 1, 90mm cuttting quantity received",FD352300-d,default,Bg1BnDiGsoK,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS ESS Cotrimoxazole 120mg Tablets Stock out days,GF0402-c,default,xwJTIQSfsKE,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS HIV Determine syphillis Quantity used,ST008700-b,default,fmrRafSJDn2,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS MAL Artesunate injection 60mg/ml,1ML Stock out days",DN101000-c,default,USrH7poMmVy,Tt7fU5lUhAU,Tt7fU5lUhAU
OpenLMIS INJ Dexamethasone injection 5mg/ml Stock out days,DN100101-c,default,ysbCH6rgVzn,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Diazepam 5mg/ml, 2ml Stock on hand",BB024000-a,default,IaYKedsTaER,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS HIV Nevirapine (NVP), 200mg (6A) quantity received",GF0229-d,default,khW6f8eCxXY,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Bandage, plaster of paris 7.5cm X 2.7m long, when stretched Stock out days",FF004200-c,default,CSa7jfNorkD,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Aminophylline 25mg/ml, 10ml Quantity used",FD103800-b,default,IVRsXh3sjGp,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS GAL Chlorhexidine digluconate solution 7.1%, 10ml quantity received",DN261000-d,default,vMcJCgTYlUy,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS INJ Atropine sulphate 600 micrograms/ml, 1ml Quantity used",BB006600-b,default,aVX9bi0D4m1,Tt7fU5lUhAU,Tt7fU5lUhAU
"OpenLMIS SUR Plaster, elastic adhesive 5cm x 5m long, when stretched Stock out days",FF014400-c,default,AAmIB2PMttt,Tt7fU5lUhAU,Tt7fU5lUhAU
